locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGKOFFHN_00904	CDS	1032				hypothetical protein
IGKOFFHN_00905	gene	1005				
IGKOFFHN_00905	CDS	1005				hypothetical protein
IGKOFFHN_00906	gene	4764				
IGKOFFHN_00906	CDS	4764				hypothetical protein
IGKOFFHN_00907	gene	1491				
IGKOFFHN_00907	CDS	1491				hypothetical protein
IGKOFFHN_00908	gene	1071	queG			
IGKOFFHN_00908	CDS	1071	queG	1.17.99.6		Epoxyqueuosine reductase
IGKOFFHN_00909	gene	1500	nnr			
IGKOFFHN_00909	CDS	1500	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
IGKOFFHN_00910	gene	471	tsaE			
IGKOFFHN_00910	CDS	471	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IGKOFFHN_00911	gene	1437	amiC_1			
IGKOFFHN_00911	CDS	1437	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IGKOFFHN_00912	gene	1908	mutL			
IGKOFFHN_00912	CDS	1908	mutL			DNA mismatch repair protein MutL
IGKOFFHN_00913	gene	972	miaA			
IGKOFFHN_00913	CDS	972	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IGKOFFHN_00914	gene	261	hfq			
IGKOFFHN_00914	CDS	261	hfq		COG1923	RNA-binding protein Hfq
IGKOFFHN_00915	gene	1302	hflX			
IGKOFFHN_00915	CDS	1302	hflX		COG2262	GTPase HflX
IGKOFFHN_00916	gene	1170	hflK			
IGKOFFHN_00916	CDS	1170	hflK		COG0330	Modulator of FtsH protease HflK
IGKOFFHN_00917	gene	870	hflC			
IGKOFFHN_00917	CDS	870	hflC		COG0330	Modulator of FtsH protease HflC
IGKOFFHN_00918	gene	117				
IGKOFFHN_00918	CDS	117				hypothetical protein
IGKOFFHN_00919	gene	1188	hisZ			
IGKOFFHN_00919	CDS	1188	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
IGKOFFHN_00920	gene	1290	purA			
IGKOFFHN_00920	CDS	1290	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
IGKOFFHN_00921	gene	1935				
IGKOFFHN_00921	CDS	1935				hypothetical protein
IGKOFFHN_00922	gene	1566				
IGKOFFHN_00922	CDS	1566				hypothetical protein
IGKOFFHN_00923	gene	1011	fbpA			
IGKOFFHN_00923	CDS	1011	fbpA		COG1840	Iron-utilization periplasmic protein
IGKOFFHN_00924	gene	87				
IGKOFFHN_00924	tRNA	87				tRNA-Leu(cag)
IGKOFFHN_00925	gene	87				
IGKOFFHN_00925	tRNA	87				tRNA-Leu(cag)
IGKOFFHN_00926	gene	2631	rnr			
IGKOFFHN_00926	CDS	2631	rnr	3.1.13.1	COG0557	Ribonuclease R
IGKOFFHN_00927	gene	768	rlmB			
IGKOFFHN_00927	CDS	768	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IGKOFFHN_00928	gene	429	rpsF			
IGKOFFHN_00928	CDS	429	rpsF		COG0360	30S ribosomal protein S6
IGKOFFHN_00929	gene	231	rpsR			
IGKOFFHN_00929	CDS	231	rpsR		COG0238	30S ribosomal protein S18
IGKOFFHN_00930	gene	891				
IGKOFFHN_00930	CDS	891				hypothetical protein
IGKOFFHN_00931	gene	447	rplI			
IGKOFFHN_00931	CDS	447	rplI		COG0359	50S ribosomal protein L9
IGKOFFHN_00932	gene	1398	dnaB			
IGKOFFHN_00932	CDS	1398	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
IGKOFFHN_00933	gene	2304				
IGKOFFHN_00933	CDS	2304				hypothetical protein
IGKOFFHN_00934	gene	3276				
IGKOFFHN_00934	CDS	3276				hypothetical protein
IGKOFFHN_00935	gene	2487				
IGKOFFHN_00935	CDS	2487			COG2307	putative protein
IGKOFFHN_00936	gene	891				
IGKOFFHN_00936	CDS	891			COG1305	putative protein
IGKOFFHN_00937	gene	180				
IGKOFFHN_00937	CDS	180				hypothetical protein
IGKOFFHN_00938	gene	588				
IGKOFFHN_00938	CDS	588		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
IGKOFFHN_00939	gene	90				
IGKOFFHN_00939	CDS	90				hypothetical protein
IGKOFFHN_00940	gene	447				
IGKOFFHN_00940	CDS	447				Azurin
IGKOFFHN_00941	gene	828	nadE			
IGKOFFHN_00941	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IGKOFFHN_00942	gene	1224	pncB2			
IGKOFFHN_00942	CDS	1224	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
IGKOFFHN_00943	gene	906	gcvA_2			
IGKOFFHN_00943	CDS	906	gcvA_2			Glycine cleavage system transcriptional activator
IGKOFFHN_00944	gene	1491	gabD_2			
IGKOFFHN_00944	CDS	1491	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
IGKOFFHN_00945	gene	1284	puuB_3			
IGKOFFHN_00945	CDS	1284	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IGKOFFHN_00946	gene	1134	livJ			
IGKOFFHN_00946	CDS	1134	livJ		COG0683	Leu/Ile/Val-binding protein
IGKOFFHN_00947	gene	915	livH_1			
IGKOFFHN_00947	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IGKOFFHN_00948	gene	1302				
IGKOFFHN_00948	CDS	1302				hypothetical protein
IGKOFFHN_00949	gene	873	glnQ_5			
IGKOFFHN_00949	CDS	873	glnQ_5			Glutamine transport ATP-binding protein GlnQ
IGKOFFHN_00950	gene	717	livF_1			
IGKOFFHN_00950	CDS	717	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IGKOFFHN_00951	gene	765	isfD_1			
IGKOFFHN_00951	CDS	765	isfD_1	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
IGKOFFHN_00952	gene	906	zitB			
IGKOFFHN_00952	CDS	906	zitB			Zinc transporter ZitB
IGKOFFHN_00953	gene	1128				
IGKOFFHN_00953	CDS	1128		5.1.3.11	COG2942	Cellobiose 2-epimerase
IGKOFFHN_00954	gene	573				
IGKOFFHN_00954	CDS	573				hypothetical protein
IGKOFFHN_00955	gene	615	ureG			
IGKOFFHN_00955	CDS	615	ureG			Urease accessory protein UreG
IGKOFFHN_00956	gene	675	ureF			
IGKOFFHN_00956	CDS	675	ureF		COG0830	Urease accessory protein UreF
IGKOFFHN_00957	gene	501	ureE			
IGKOFFHN_00957	CDS	501	ureE			Urease accessory protein UreE
IGKOFFHN_00958	gene	633	fabR			
IGKOFFHN_00958	CDS	633	fabR		COG1309	HTH-type transcriptional repressor FabR
IGKOFFHN_00959	gene	507				
IGKOFFHN_00959	CDS	507				hypothetical protein
IGKOFFHN_00960	gene	2076				
IGKOFFHN_00960	CDS	2076				hypothetical protein
IGKOFFHN_00961	gene	531				
IGKOFFHN_00961	CDS	531				hypothetical protein
IGKOFFHN_00962	gene	903	gcvA_3			
IGKOFFHN_00962	CDS	903	gcvA_3			Glycine cleavage system transcriptional activator
IGKOFFHN_00963	gene	639	azoR1_2			
IGKOFFHN_00963	CDS	639	azoR1_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
IGKOFFHN_00964	gene	306	gdx_1			
IGKOFFHN_00964	CDS	306	gdx_1			Guanidinium exporter
IGKOFFHN_00965	gene	891	lips_2			
IGKOFFHN_00965	CDS	891	lips_2	3.1.1.3		Triacylglycerol lipase
IGKOFFHN_00966	gene	894				
IGKOFFHN_00966	CDS	894				hypothetical protein
IGKOFFHN_00967	gene	864	rhaR_1			
IGKOFFHN_00967	CDS	864	rhaR_1			HTH-type transcriptional activator RhaR
IGKOFFHN_00968	gene	306	psiF			
IGKOFFHN_00968	CDS	306	psiF			Phosphate starvation-inducible protein PsiF
IGKOFFHN_00969	gene	1014				
IGKOFFHN_00969	CDS	1014				hypothetical protein
IGKOFFHN_00970	gene	1269	dnaK_1			
IGKOFFHN_00970	CDS	1269	dnaK_1		COG0443	Chaperone protein DnaK
IGKOFFHN_00971	gene	954	cbpA			
IGKOFFHN_00971	CDS	954	cbpA		COG2214	Curved DNA-binding protein
IGKOFFHN_00972	gene	306	cbpM			
IGKOFFHN_00972	CDS	306	cbpM			Chaperone modulatory protein CbpM
IGKOFFHN_00973	gene	1128	sasA_2			
IGKOFFHN_00973	CDS	1128	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_00974	gene	7053				
IGKOFFHN_00974	CDS	7053				hypothetical protein
IGKOFFHN_00975	gene	1701	ureC			
IGKOFFHN_00975	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
IGKOFFHN_00976	gene	306	ureB			
IGKOFFHN_00976	CDS	306	ureB	3.5.1.5		Urease subunit beta
IGKOFFHN_00977	gene	534	ttr			
IGKOFFHN_00977	CDS	534	ttr	2.3.1.-		Acetyltransferase
IGKOFFHN_00978	gene	534				
IGKOFFHN_00978	CDS	534		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
IGKOFFHN_00979	gene	303	ureA			
IGKOFFHN_00979	CDS	303	ureA	3.5.1.5		Urease subunit gamma
IGKOFFHN_00980	gene	840	ureD			
IGKOFFHN_00980	CDS	840	ureD		COG0829	Urease accessory protein UreD
IGKOFFHN_00981	gene	699	livF_2			
IGKOFFHN_00981	CDS	699	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IGKOFFHN_00982	gene	870	lptB_1			
IGKOFFHN_00982	CDS	870	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IGKOFFHN_00983	gene	1080				
IGKOFFHN_00983	CDS	1080				hypothetical protein
IGKOFFHN_00984	gene	1503				
IGKOFFHN_00984	CDS	1503				hypothetical protein
IGKOFFHN_00985	gene	1266	amiC_2			
IGKOFFHN_00985	CDS	1266	amiC_2			Aliphatic amidase expression-regulating protein
IGKOFFHN_00986	gene	1011	hmuU_1			
IGKOFFHN_00986	CDS	1011	hmuU_1		COG0609	Hemin transport system permease protein HmuU
IGKOFFHN_00987	gene	948	btuF_1			
IGKOFFHN_00987	CDS	948	btuF_1			Vitamin B12-binding protein
IGKOFFHN_00988	gene	789	fepC			
IGKOFFHN_00988	CDS	789	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
IGKOFFHN_00989	gene	2127	cntO_2			
IGKOFFHN_00989	CDS	2127	cntO_2		COG1629	Metal-pseudopaline receptor CntO
IGKOFFHN_00990	gene	1380				
IGKOFFHN_00990	CDS	1380				hypothetical protein
IGKOFFHN_00991	gene	2121	pfeA			
IGKOFFHN_00991	CDS	2121	pfeA		COG4771	Ferric enterobactin receptor
IGKOFFHN_00992	gene	453	vgrG1_3			
IGKOFFHN_00992	CDS	453	vgrG1_3	6.3.2.-		Actin cross-linking toxin VgrG1
IGKOFFHN_00993	gene	2652				
IGKOFFHN_00993	CDS	2652				hypothetical protein
IGKOFFHN_00994	gene	591				
IGKOFFHN_00994	CDS	591				hypothetical protein
IGKOFFHN_00995	gene	450				
IGKOFFHN_00995	CDS	450				hypothetical protein
IGKOFFHN_00996	gene	462				
IGKOFFHN_00996	CDS	462				hypothetical protein
IGKOFFHN_00997	gene	1365				
IGKOFFHN_00997	CDS	1365				hypothetical protein
IGKOFFHN_00998	gene	1395				
IGKOFFHN_00998	CDS	1395				hypothetical protein
IGKOFFHN_00999	gene	2451				
IGKOFFHN_00999	CDS	2451				hypothetical protein
IGKOFFHN_01000	gene	189				
IGKOFFHN_01000	CDS	189				hypothetical protein
IGKOFFHN_01001	gene	246				
IGKOFFHN_01001	CDS	246				hypothetical protein
IGKOFFHN_01002	gene	483				
IGKOFFHN_01002	CDS	483				hypothetical protein
IGKOFFHN_01003	gene	546				
IGKOFFHN_01003	CDS	546				hypothetical protein
IGKOFFHN_01004	gene	849				
IGKOFFHN_01004	CDS	849				hypothetical protein
IGKOFFHN_01005	gene	810				
IGKOFFHN_01005	CDS	810				hypothetical protein
IGKOFFHN_01006	gene	600				
IGKOFFHN_01006	CDS	600				hypothetical protein
IGKOFFHN_01007	gene	387				
IGKOFFHN_01007	CDS	387				hypothetical protein
IGKOFFHN_01008	gene	360				
IGKOFFHN_01008	CDS	360				hypothetical protein
IGKOFFHN_01009	gene	387				
IGKOFFHN_01009	CDS	387				hypothetical protein
IGKOFFHN_01010	gene	1401				
IGKOFFHN_01010	CDS	1401				hypothetical protein
IGKOFFHN_01011	gene	2076	recG			
IGKOFFHN_01011	CDS	2076	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
IGKOFFHN_01012	gene	930	oxyR_2			
IGKOFFHN_01012	CDS	930	oxyR_2			Hydrogen peroxide-inducible genes activator
IGKOFFHN_01013	gene	747				
IGKOFFHN_01013	CDS	747				hypothetical protein
IGKOFFHN_01014	gene	429	exbD_2			
IGKOFFHN_01014	CDS	429	exbD_2		COG0848	Biopolymer transport protein ExbD
IGKOFFHN_01015	gene	951	tolQ_2			
IGKOFFHN_01015	CDS	951	tolQ_2			Tol-Pal system protein TolQ
IGKOFFHN_01016	gene	858				
IGKOFFHN_01016	CDS	858				hypothetical protein
IGKOFFHN_01017	gene	741				
IGKOFFHN_01017	CDS	741				hypothetical protein
IGKOFFHN_01018	gene	381	yabJ_2			
IGKOFFHN_01018	CDS	381	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IGKOFFHN_01019	gene	2106	spoT			
IGKOFFHN_01019	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
IGKOFFHN_01020	gene	264	rpoZ			
IGKOFFHN_01020	CDS	264	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
IGKOFFHN_01021	gene	621	gmk			
IGKOFFHN_01021	CDS	621	gmk	2.7.4.8	COG0194	Guanylate kinase
IGKOFFHN_01022	gene	864				
IGKOFFHN_01022	CDS	864				hypothetical protein
IGKOFFHN_01023	gene	723	rph			
IGKOFFHN_01023	CDS	723	rph	2.7.7.56	COG0689	Ribonuclease PH
IGKOFFHN_01024	gene	369				
IGKOFFHN_01024	CDS	369				hypothetical protein
IGKOFFHN_01025	gene	780	exoA			
IGKOFFHN_01025	CDS	780	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
IGKOFFHN_01026	gene	645	pyrE			
IGKOFFHN_01026	CDS	645	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
IGKOFFHN_01027	gene	906	argB			
IGKOFFHN_01027	CDS	906	argB	2.7.2.8	COG0548	Acetylglutamate kinase
IGKOFFHN_01028	gene	1398	algC			
IGKOFFHN_01028	CDS	1398	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
IGKOFFHN_01029	gene	456	dut			
IGKOFFHN_01029	CDS	456	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IGKOFFHN_01030	gene	1209	coaBC			
IGKOFFHN_01030	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IGKOFFHN_01031	gene	675				
IGKOFFHN_01031	CDS	675				hypothetical protein
IGKOFFHN_01032	gene	1587	dppA_1			
IGKOFFHN_01032	CDS	1587	dppA_1		COG0747	Periplasmic dipeptide transport protein
IGKOFFHN_01033	gene	234	rpmB			
IGKOFFHN_01033	CDS	234	rpmB		COG0227	50S ribosomal protein L28
IGKOFFHN_01034	gene	156	rpmG			
IGKOFFHN_01034	CDS	156	rpmG		COG0267	50S ribosomal protein L33
IGKOFFHN_01035	gene	204				
IGKOFFHN_01035	CDS	204				hypothetical protein
IGKOFFHN_01036	gene	204				
IGKOFFHN_01036	CDS	204				hypothetical protein
IGKOFFHN_01037	gene	363				
IGKOFFHN_01037	CDS	363				hypothetical protein
IGKOFFHN_01038	gene	1494	puuC_1			
IGKOFFHN_01038	CDS	1494	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
IGKOFFHN_01039	gene	1146	ycaD_1			
IGKOFFHN_01039	CDS	1146	ycaD_1			putative MFS-type transporter YcaD
IGKOFFHN_01040	gene	1569	clsC			
IGKOFFHN_01040	CDS	1569	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
IGKOFFHN_01041	gene	1422	norG_2			
IGKOFFHN_01041	CDS	1422	norG_2		COG1167	HTH-type transcriptional regulator NorG
IGKOFFHN_01042	gene	246				
IGKOFFHN_01042	CDS	246				hypothetical protein
IGKOFFHN_01043	gene	1311	puuB_4			
IGKOFFHN_01043	CDS	1311	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IGKOFFHN_01044	gene	429				
IGKOFFHN_01044	CDS	429				hypothetical protein
IGKOFFHN_01045	gene	489	lrp_2			
IGKOFFHN_01045	CDS	489	lrp_2		COG1522	Leucine-responsive regulatory protein
IGKOFFHN_01046	gene	1305	dadA1_1			
IGKOFFHN_01046	CDS	1305	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
IGKOFFHN_01047	gene	354	yabJ_3			
IGKOFFHN_01047	CDS	354	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IGKOFFHN_01048	gene	1074	alr			
IGKOFFHN_01048	CDS	1074	alr	5.1.1.1		Alanine racemase
IGKOFFHN_01049	gene	549	puuR_1			
IGKOFFHN_01049	CDS	549	puuR_1			HTH-type transcriptional regulator PuuR
IGKOFFHN_01050	gene	429				
IGKOFFHN_01050	CDS	429				hypothetical protein
IGKOFFHN_01051	gene	1923				
IGKOFFHN_01051	CDS	1923		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
IGKOFFHN_01052	gene	573	xpt			
IGKOFFHN_01052	CDS	573	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
IGKOFFHN_01053	gene	2010	rep_2			
IGKOFFHN_01053	CDS	2010	rep_2	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
IGKOFFHN_01054	gene	1671				
IGKOFFHN_01054	CDS	1671			COG2199	putative signaling protein
IGKOFFHN_01055	gene	1395	mdtK			
IGKOFFHN_01055	CDS	1395	mdtK		COG0534	Multidrug resistance protein MdtK
IGKOFFHN_01056	gene	921	gcvA_4			
IGKOFFHN_01056	CDS	921	gcvA_4			Glycine cleavage system transcriptional activator
IGKOFFHN_01057	gene	1977				
IGKOFFHN_01057	CDS	1977				hypothetical protein
IGKOFFHN_01058	gene	1494	comM			
IGKOFFHN_01058	CDS	1494	comM		COG0606	Competence protein ComM
IGKOFFHN_01059	gene	1617				
IGKOFFHN_01059	CDS	1617				hypothetical protein
IGKOFFHN_01060	gene	174				
IGKOFFHN_01060	CDS	174				hypothetical protein
IGKOFFHN_01061	gene	213				
IGKOFFHN_01061	CDS	213				hypothetical protein
IGKOFFHN_01062	gene	528				
IGKOFFHN_01062	CDS	528				hypothetical protein
IGKOFFHN_01063	gene	261	ubiK			
IGKOFFHN_01063	CDS	261	ubiK			Ubiquinone biosynthesis accessory factor UbiK
IGKOFFHN_01064	gene	339	glnK			
IGKOFFHN_01064	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
IGKOFFHN_01065	gene	1338	amtB_1			
IGKOFFHN_01065	CDS	1338	amtB_1			Ammonia channel
IGKOFFHN_01066	gene	426				
IGKOFFHN_01066	CDS	426				hypothetical protein
IGKOFFHN_01067	gene	327	sutA			
IGKOFFHN_01067	CDS	327	sutA			Transcriptional regulator SutA
IGKOFFHN_01068	gene	705	yigB			
IGKOFFHN_01068	CDS	705	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
IGKOFFHN_01069	gene	900	xerC_3			
IGKOFFHN_01069	CDS	900	xerC_3		COG4973	Tyrosine recombinase XerC
IGKOFFHN_01070	gene	726				
IGKOFFHN_01070	CDS	726				hypothetical protein
IGKOFFHN_01071	gene	831	dapF_1			
IGKOFFHN_01071	CDS	831	dapF_1	5.1.1.7	COG0253	Diaminopimelate epimerase
IGKOFFHN_01072	gene	1248	lysA			
IGKOFFHN_01072	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IGKOFFHN_01073	gene	174				
IGKOFFHN_01073	CDS	174				hypothetical protein
IGKOFFHN_01074	gene	333	cyaY			
IGKOFFHN_01074	CDS	333	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
IGKOFFHN_01075	gene	411	rnk			
IGKOFFHN_01075	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
IGKOFFHN_01076	gene	2844	cyaA			
IGKOFFHN_01076	CDS	2844	cyaA	4.6.1.1	COG3072	Adenylate cyclase
IGKOFFHN_01077	gene	246				
IGKOFFHN_01077	CDS	246				hypothetical protein
IGKOFFHN_01078	gene	285				
IGKOFFHN_01078	CDS	285				hypothetical protein
IGKOFFHN_01079	gene	660				
IGKOFFHN_01079	CDS	660		2.5.1.18		Glutathione S-transferase
IGKOFFHN_01080	gene	1395	argH_2			
IGKOFFHN_01080	CDS	1395	argH_2	4.3.2.1	COG0165	Argininosuccinate lyase
IGKOFFHN_01081	gene	747	lytR			
IGKOFFHN_01081	CDS	747	lytR		COG3279	Sensory transduction protein LytR
IGKOFFHN_01082	gene	942	hemC			
IGKOFFHN_01082	CDS	942	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
IGKOFFHN_01083	gene	768	hemD			
IGKOFFHN_01083	CDS	768	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
IGKOFFHN_01084	gene	1143	hemX			
IGKOFFHN_01084	CDS	1143	hemX		COG2959	Protein HemX
IGKOFFHN_01085	gene	1239	hemY			
IGKOFFHN_01085	CDS	1239	hemY		COG3071	Protein HemY
IGKOFFHN_01086	gene	552	dsbB_1			
IGKOFFHN_01086	CDS	552	dsbB_1			Disulfide bond formation protein B
IGKOFFHN_01087	gene	459	rsd			
IGKOFFHN_01087	CDS	459	rsd		COG3160	Regulator of sigma D
IGKOFFHN_01088	gene	666	mip			
IGKOFFHN_01088	CDS	666	mip	5.2.1.8	COG0545	Outer membrane protein MIP
IGKOFFHN_01089	gene	1197				
IGKOFFHN_01089	CDS	1197				hypothetical protein
IGKOFFHN_01090	gene	462				
IGKOFFHN_01090	CDS	462				hypothetical protein
IGKOFFHN_01091	gene	1911	yheS			
IGKOFFHN_01091	CDS	1911	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
IGKOFFHN_01092	gene	582				
IGKOFFHN_01092	CDS	582				hypothetical protein
IGKOFFHN_01093	gene	633	rhtB_1			
IGKOFFHN_01093	CDS	633	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
IGKOFFHN_01094	gene	744				
IGKOFFHN_01094	CDS	744				hypothetical protein
IGKOFFHN_01095	gene	588				
IGKOFFHN_01095	CDS	588				hypothetical protein
IGKOFFHN_01096	gene	375				
IGKOFFHN_01096	CDS	375				hypothetical protein
IGKOFFHN_01097	gene	1395				
IGKOFFHN_01097	CDS	1395				hypothetical protein
IGKOFFHN_01098	gene	1401				
IGKOFFHN_01098	CDS	1401				hypothetical protein
IGKOFFHN_01099	gene	714	rutB_1			
IGKOFFHN_01099	CDS	714	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
IGKOFFHN_01100	gene	900	dmlR_5			
IGKOFFHN_01100	CDS	900	dmlR_5			HTH-type transcriptional regulator DmlR
IGKOFFHN_01101	gene	1896				
IGKOFFHN_01101	CDS	1896				hypothetical protein
IGKOFFHN_01102	gene	456				
IGKOFFHN_01102	CDS	456				hypothetical protein
IGKOFFHN_01103	gene	669	elbB			
IGKOFFHN_01103	CDS	669	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
IGKOFFHN_01104	gene	1236				
IGKOFFHN_01104	CDS	1236				hypothetical protein
IGKOFFHN_01105	gene	657				
IGKOFFHN_01105	CDS	657				hypothetical protein
IGKOFFHN_01106	gene	1014	hemB_1			
IGKOFFHN_01106	CDS	1014	hemB_1	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
IGKOFFHN_01107	gene	2226	ppk			
IGKOFFHN_01107	CDS	2226	ppk	2.7.4.1		Polyphosphate kinase
IGKOFFHN_01108	gene	1503	ppx_1			
IGKOFFHN_01108	CDS	1503	ppx_1	3.6.1.11	COG0248	Exopolyphosphatase
IGKOFFHN_01109	gene	738	glnQ_6			
IGKOFFHN_01109	CDS	738	glnQ_6			Glutamine transport ATP-binding protein GlnQ
IGKOFFHN_01110	gene	651	yecS_2			
IGKOFFHN_01110	CDS	651	yecS_2		COG0765	L-cystine transport system permease protein YecS
IGKOFFHN_01111	gene	681	yecS_3			
IGKOFFHN_01111	CDS	681	yecS_3		COG0765	L-cystine transport system permease protein YecS
IGKOFFHN_01112	gene	786	fliY_4			
IGKOFFHN_01112	CDS	786	fliY_4		COG0834	L-cystine-binding protein FliY
IGKOFFHN_01113	gene	708	lutR_1			
IGKOFFHN_01113	CDS	708	lutR_1		COG2186	HTH-type transcriptional regulator LutR
IGKOFFHN_01114	gene	330	trxA			
IGKOFFHN_01114	CDS	330	trxA		COG0526	Thioredoxin 1
IGKOFFHN_01115	gene	1260	rho			
IGKOFFHN_01115	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
IGKOFFHN_01116	gene	1467	ubiD_1			
IGKOFFHN_01116	CDS	1467	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
IGKOFFHN_01117	gene	969	ascD			
IGKOFFHN_01117	CDS	969	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
IGKOFFHN_01118	gene	669	chaC			
IGKOFFHN_01118	CDS	669	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
IGKOFFHN_01119	gene	1350	glpT_1			
IGKOFFHN_01119	CDS	1350	glpT_1		COG2271	Glycerol-3-phosphate transporter
IGKOFFHN_01120	gene	615				
IGKOFFHN_01120	CDS	615				hypothetical protein
IGKOFFHN_01121	gene	978	qorA_1			
IGKOFFHN_01121	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
IGKOFFHN_01122	gene	408				
IGKOFFHN_01122	CDS	408				hypothetical protein
IGKOFFHN_01123	gene	453				
IGKOFFHN_01123	CDS	453				hypothetical protein
IGKOFFHN_01124	gene	156				
IGKOFFHN_01124	CDS	156				hypothetical protein
IGKOFFHN_01125	gene	606				
IGKOFFHN_01125	CDS	606		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
IGKOFFHN_01126	gene	318	zapA			
IGKOFFHN_01126	CDS	318	zapA		COG3027	Cell division protein ZapA
IGKOFFHN_01127	gene	210				
IGKOFFHN_01127	CDS	210				hypothetical protein
IGKOFFHN_01128	gene	561				
IGKOFFHN_01128	CDS	561				hypothetical protein
IGKOFFHN_01129	gene	1335	pepP			
IGKOFFHN_01129	CDS	1335	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
IGKOFFHN_01130	gene	1188	ubiH			
IGKOFFHN_01130	CDS	1188	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
IGKOFFHN_01131	gene	486				
IGKOFFHN_01131	CDS	486				hypothetical protein
IGKOFFHN_01132	gene	1224	ubiI			
IGKOFFHN_01132	CDS	1224	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
IGKOFFHN_01133	gene	1005				
IGKOFFHN_01133	CDS	1005			COG1840	putative binding protein component of ABC iron transporter
IGKOFFHN_01134	gene	1668				
